,Unnamed: 0.2,giga_id_school,lat,lon,connectivity,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.urban,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.var,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_res_30,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.var,nightlight.avg_rad.max,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity.1,boundary_Barolong,boundary_Bobonong,boundary_Boteti,boundary_Chobe,boundary_Francistown,boundary_Gaborone,boundary_Ghanzi,boundary_Kgalagadi North,boundary_Kgalagadi South,boundary_Kgatleng,boundary_Kweneng East,boundary_Kweneng West,boundary_Lobatse,boundary_Mahalapye,boundary_Ngamiland East,boundary_Ngamiland West,boundary_Ngwaketse West,boundary_North East,boundary_Orapa,boundary_Selibe Phikwe,boundary_Serowe Palapye,boundary_South East,boundary_Southern,boundary_Sowa Town,boundary_Tutume,education_level,nearest_LTE_distance,nearest_UMTS_distance,nearest_GSM_distance
119,119,20b20d7e-5811-34c9-bd06-e70ba5c651a5,-19.9927735,23.4216231,1.0,"(23.4216231, -19.9927735)",10,2.2176,0,0,0,0,0,0.0,0.0,0,0.0,0.56,0.0,0.0,0.44,0,0,0.0,0,1.4035412064397042e-14,2.1300339698791504,2.130033731460572,13.0,35.37625795974965,0.1370936407201139,0.267581919440487,0.100148944437249,0.0003885507058671,0.0225683201657816,0.0,0.0098756637741225,0.0529400336743945,0.3819777230928636,0.0,0.0,0.5277813754694988,0.0016317830498319,0.4170066714286804,153.82490517632243,55.61710836850612,29.39166665077209,3.3350000331799188,0.2704,13.333333333333334,12.083333333333334,137265,25864,29,4,2,0.0,3817,652,58,2,1,136.75181995844468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.88,0.09,0.2
120,120,674645b1-6fa3-35b6-89e0-6dd9a4e091e5,-22.267492,28.751344300000003,0.0,"(28.751344300000003, -22.267492)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,5.0527483431829344e-14,5.485939025878906,5.48593807220459,2.0,25.89408035381545,0.1278234985116442,0.3606490398645888,0.1017334967606373,0.0,0.0,0.0,0.0463433140722582,0.2873402206268604,0.0727835171890503,0.0,0.0,0.5902060351368704,0.0014208422776872,0.2215358465909958,151.3471115115099,0.505567231714866,2.6975000301996865,0.2900000009685754,0.6974999999999999,14.5,12.5,23923,50409,65,1,1,50492.50660148021,30730,6749,173,2,1,18008.12688243457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,98.55,47.31,0.77
121,121,9642b807-31bc-3929-81dd-f6a6e9397c6c,-23.663496,22.786036300000003,1.0,"(22.786036300000003, -23.663496)",7,0.29,0,0,0,0,0,0.0,0.9666666666666668,0,0.0,0.033333333,0.0,0.0,0.0,0,0,0.0,0,3.50885301609926e-16,0.5504259467124939,0.5504258871078491,2.0,28.482720570130454,0.2635706340378198,0.3049499443826474,0.0050611790878754,0.0,0.0,0.0,0.0592324805339265,0.2101223581757508,0.1560622914349277,0.0,0.0,0.5735817575083426,0.0009049271256797,0.2183305472135543,1748.6668183785273,4.1256881383280914,6.836666623751323,0.2975000031292438,0.4018518518518518,14.0,12.333333333333334,84176,31456,33,2,2,2725.294271485306,18676,3714,21,2,2,2725.294271485306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,321.5,0.99,2.79
122,122,417f3da6-12b8-306f-86f2-af7f01eabaac,-21.0603965,27.2433657,0.0,"(27.2433657, -21.0603965)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.1307519099073426,5.427535533905029,4.5435075759887695,2.0,24.453402677084423,0.0340648739901121,0.3105631255275534,0.2205474496563366,0.0,0.0,0.0,0.0494392861449415,0.2361027372482816,0.1492825274327746,0.0,0.0,0.5651754491740022,0.0099036639361823,0.2424999475479126,2.425731536000967,0.3090308802876255,2.1591666539510093,0.2708333345750967,0.2784850823045267,14.833333333333334,13.333333333333334,13228,30541,18,2,1,22987.929722006826,1763,779,31,1,1,11180.21430754664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,30.27,10.04,3.24
123,123,29b6a295-6a64-3b03-88af-da3d2bf8e9a2,-23.0444023,26.5760132,0.0,"(26.5760132, -23.0444023)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,2.447424978729234e-13,7.560386180877685,7.560384750366211,2.0,23.004441617585822,0.114456005657137,0.4009495908677644,0.0437417921002121,0.0,0.0,0.0,0.2921507222951813,0.0958682695221739,0.052833619557531,0.0,0.0,0.5591473886251136,4.745917767735709e-05,0.1709398478269577,441.5509209504396,0.15329365891182,1.8849999904632568,0.2591666700318455,0.574266975308642,14.583333333333334,12.583333333333334,50327,5368,20,1,1,8051.470805231238,827,17300,50,1,1,6124.479196238341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76.83,10.68,5.98
124,124,8ef3918d-9d56-3dca-8b68-c2b435d49ef8,-25.232033800000004,25.6796622,1.0,"(25.6796622, -25.232033800000004)",13,2.0899999999999994,0,0,0,0,0,0.0,0.0,0,0.0,0.3666666666666666,0.0,0.0,0.6333333333333333,0,0,0.0,0,145027.29224204464,1031.4140625,172.98426818847656,13.0,26.471133551222444,0.05765003297428,0.2372499450428665,0.2021323367773137,0.0,0.024675752912728,0.0,0.017146625632007,0.1506375027478566,0.3105078039129479,0.0,0.0,0.5217080677071884,0.0030374637297123,0.5598052740097046,195.7857715227958,32.40924982908194,20.738333384195965,0.676666667064031,0.3253333333333333,14.083333333333334,12.75,3726,3398,206,1,1,761.3009061207277,563,823,34,1,1,583.1159020467086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.95,0.66,0.52
125,125,a0694a6b-190c-3c42-9f99-b0b813ed2aba,-21.4203846,27.439275800000004,1.0,"(27.439275800000004, -21.4203846)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,5.6141648257588166e-14,5.427535057067871,5.427534580230713,2.0,26.87378186289316,0.1739740183052849,0.2943607912607027,0.0563182757602598,0.0,0.0035429583702391,0.0,0.1465160909359315,0.1447446117508119,0.18054325361677,0.0,0.0,0.5281960436964865,0.0019565408191547,0.3644750714302063,1008.4562754802174,5.324257147217388,8.850833257039389,0.6374999980131785,0.2437962962962962,14.333333333333334,13.0,14053,13450,31,1,1,102.5595165514387,6977,5218,24,2,1,239.79468164732685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,26.0,1.0,0.85
126,126,caf20cca-448c-349e-bca8-89f81da1bd2e,-22.114924,26.9225803,0.0,"(26.9225803, -22.114924)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,8.982663721214109e-14,5.427535057067871,5.427534103393555,11.0,18.167351568773377,0.0161208428535161,0.3014724549378014,0.2571718710332571,0.0,0.0,0.0,0.4252348311754252,0.0,0.0,0.0,0.0,0.5747651688245747,1.9799276174723733e-05,0.1499297618865966,339.9414280510219,0.0208654897175179,0.7450000047683716,0.1858333330601453,0.3352623456790123,14.083333333333334,12.583333333333334,75038,17899,39,1,1,38561.93179433969,682,356,154,1,1,21933.316155146666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,50.0,25.46,18.11
127,127,9acae37d-607a-3588-9aa2-f73cf6ec54ec,-20.319302,23.8858483,0.0,"(23.8858483, -20.319302)",7,2.9600000000000004,0,0,0,0,0,0.0,0.8,0,0.0,0.1333333333333333,0.0,0.0,0.066666667,0,0,0.0,0,0.0005418030710758,2.705728769302368,2.631833076477051,2.0,23.701612873565484,0.1054421768707483,0.4043839758125472,0.077286470143613,0.0,0.0083144368858654,0.0,0.0831443688586545,0.3028155706727135,0.0186130007558578,0.0,0.0,0.595427059712774,0.0148078400199433,0.0557410456240177,923.7362033617684,0.1911881820607447,1.799999992052714,0.1924999977151552,0.2673611111111111,14.0,12.583333333333334,34150,13564,34,1,1,41825.04167513958,70268,5903,414,23,2,21584.524453333488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55.93,38.4,15.46
128,128,5bcbe50f-7a99-30c0-a32a-e331229f4eef,-22.820781,21.872414300000003,1.0,"(21.872414300000003, -22.820781)",7,0.0,0,0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,2.4561971112694824e-15,0.914779543876648,0.9147793650627136,2.0,23.10349569136213,0.195092273372541,0.3607787467045224,0.0245386331372946,0.0,0.0,0.0,0.2962887852362604,0.089231393226526,0.0340701683228554,0.0,0.0,0.5804096532143581,1.1018105953133596e-06,0.0255882050842046,11808.6839145466,0.0028937037923124,0.3475000007698933,0.1325000009189049,0.1984259259259259,13.833333333333334,12.666666666666666,35175,13333,29,1,1,86784.59398472264,84260,9039,304,4,2,123198.8432194458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,347.02,122.7,20.93
129,129,06388181-f2a8-35a4-9d9e-c2f62cd3d5a5,-22.083273,28.589868300000003,1.0,"(28.589868300000003, -22.083273)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,9.473903143468005e-14,5.4859395027160645,5.485938549041748,2.0,21.647691185922923,0.0644764365694598,0.3474836963209056,0.1605758582502768,0.0,0.0007382798080472,0.0,0.2097945121200935,0.2169312169312169,0.0,0.0,0.0,0.5732742709486895,0.0016847957467564,0.1428498178720474,257.54744659084827,0.2847207836239045,1.8574999968210857,0.2125000009934107,0.2862037037037037,14.916666666666666,13.75,23923,50409,65,1,1,22278.22486109243,5021,10505,11,6,1,19704.45061594008,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,77.54,21.25,1.95
130,130,b8a62d7b-fc13-3ea5-888f-e9699f48f5e6,-20.676647,27.1230473,0.0,"(27.1230473, -20.676647)",10,2.16,0,0,0,0,0,0.0,0.4,0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0,2.0210993372731737e-13,4.543509006500244,4.5435075759887695,11.0,18.187603217190293,0.0149126544524925,0.2268853855986365,0.2564976565828717,0.0,0.0061780997017469,0.0,0.4955262036642522,0.0,0.0,0.0,0.0,0.5044737963357477,0.0017572289462926,0.0879907459020614,46.08466984703766,0.0469230514894212,1.0425000041723251,0.2075000032782554,0.37744341563786,14.083333333333334,12.416666666666666,3162,281,78,1,1,17000.287595063997,15091,5037,27,3,1,9422.643212399957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,67.53,18.71,6.47
131,131,98029241-d1fd-34bb-83c7-16e863029d2e,-21.1787983,27.5177894,1.0,"(27.5177894, -21.1787983)",13,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,6.1053368780348034e-09,1249.3355712890625,1249.335205078125,13.0,32.80422319409442,0.2234450985410801,0.1654905115360707,0.0751398588613843,7.31288164101064e-05,0.0484478408716954,0.0,0.00347361877948,0.0491791290357965,0.4217338842370836,0.0019379136348678,0.0,0.5125964386266408,0.0044888309003788,0.7499030828475952,204.7162899975665,118.33550468318197,47.34083318710327,8.485833287239075,0.2039814814814814,14.666666666666666,13.333333333333334,8417,1020,35,1,1,858.576403163839,17677,32176,25,3,3,281.70632095867774,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.24,0.08,0.2
132,132,565a4bd5-e3e2-35c7-8b7d-198860b27d33,-21.710385,21.6386383,1.0,"(21.6386383, -21.710385)",10,2.69,0,0,0,0,0,0.0,0.4,0,0.0,0.5666666666666667,0.0,0.0,0.033333333,0,0,0.0,0,5.614164825758817e-15,0.9147796630859376,0.9147794246673584,2.0,29.628140333747183,0.2056123787044322,0.3157618672960923,0.016260162601626,0.0,0.0,0.0,0.0523472331497508,0.1552058746393915,0.2529242066614214,0.0,0.0,0.5376344086021505,0.0071332572417537,0.2507567107677459,265.3217775108422,6.725699597157429,11.413333376248678,0.3174999964733918,0.3351980452674896,13.75,12.166666666666666,226412,4137,30,1,1,2121.6368653842023,4914,5015,59,2,1,492.9345329282805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,260.81,0.52,0.73
133,133,2b1a6baf-7923-337b-a9c0-f63d5aea2bc1,-22.9910397,27.6711059,1.0,"(27.6711059, -22.9910397)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,3.031649005909761e-13,7.560386657714844,7.560384750366211,2.0,21.607930929179275,0.1554472984942426,0.3520814880425155,0.0714127546501328,0.0,0.0,0.0,0.3335916740478299,0.087466784765279,0.0,0.0,0.0,0.578941541186891,0.0006988193670399,0.2121884971857071,1350.6588167320083,0.3201482729526805,2.0975000162919364,0.2441666675731539,0.408,14.666666666666666,13.0,902,18705,36,11,1,20788.692078057426,2341,54,26,1,1,25349.65664827358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,77.97,24.01,8.79
134,134,7df44b1c-38fc-32aa-9afa-b0ddd6e3d95e,-19.3737129,22.1570263,1.0,"(22.1570263, -19.3737129)",7,1.8144,0,0,0,0,0,0.0,0.72,0,0.0,0.28,0.0,0.0,0.0,0,0,0.0,0,1.2631870857957336e-14,1.183234453201294,1.1832342147827148,2.0,28.060807917317103,0.076588291491959,0.3604904198290961,0.164322488190648,0.0,0.0021761053022663,0.0,0.0593386762910673,0.1766360596571307,0.1456398280346053,0.0,0.0,0.6035773048139695,0.0013090605707994,0.2251503318548202,377.43362712766975,6.624638686135831,8.099999964237213,0.2616666667163371,0.1926851851851851,12.916666666666666,11.583333333333334,19981,9622,57,4,2,13242.215312209202,3826,4227,65,1,1,878.3878363189289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,148.68,0.23,0.16
135,135,7a80ca7e-ba94-3ed6-b257-20006f23a57c,-19.3756919,22.1559583,0.0,"(22.1559583, -19.3756919)",7,1.8144,0,0,0,0,0,0.0,0.72,0,0.0,0.28,0.0,0.0,0.0,0,0,0.0,0,1.2631870857957336e-14,1.183234453201294,1.1832342147827148,2.0,28.66988430824445,0.0754010695187165,0.3570855614973262,0.1510026737967914,0.0,0.0022058823529411,0.0,0.0844919786096256,0.1860962566844919,0.1252673796791444,0.0,0.0,0.5856951871657754,0.0013090605707994,0.2251503318548202,473.7138706170177,6.624638686135831,8.099999964237213,0.2616666667163371,0.1926851851851851,12.916666666666666,11.583333333333334,19981,9622,57,4,2,13394.742376351263,3826,4227,65,1,1,997.2770524858496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148.67,0.3,0.3
