,Unnamed: 0.2,giga_id_school,lat,lon,connectivity,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.urban,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.var,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_res_30,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.var,nightlight.avg_rad.max,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity.1,boundary_Barolong,boundary_Bobonong,boundary_Boteti,boundary_Chobe,boundary_Francistown,boundary_Gaborone,boundary_Ghanzi,boundary_Kgalagadi North,boundary_Kgalagadi South,boundary_Kgatleng,boundary_Kweneng East,boundary_Kweneng West,boundary_Lobatse,boundary_Mahalapye,boundary_Ngamiland East,boundary_Ngamiland West,boundary_Ngwaketse West,boundary_North East,boundary_Orapa,boundary_Selibe Phikwe,boundary_Serowe Palapye,boundary_South East,boundary_Southern,boundary_Sowa Town,boundary_Tutume,education_level,nearest_LTE_distance,nearest_UMTS_distance,nearest_GSM_distance
10,10,4bd4936d-843d-3d3e-8c4e-7d254ffaf084,-25.4749811,25.4160013,1.0,"(25.4160013, -25.4749811)",10,0.5599999999999999,0,0,0,0,0,0.0,0.066666667,0,0.0,0.9333333333333332,0.0,0.0,0.0,0,0,0.0,0,8.86757334228605e-12,56.14152526855469,56.14151382446289,2.0,22.664784275932146,0.0603434568293846,0.4519001431070122,0.0237716648115757,0.0,0.0,0.0,0.2622833518842423,0.2009063444108761,0.0007950389569088,0.0,0.0,0.5360152647479727,0.0003299874445761,0.4416106045246124,53.41288795211916,2.816518169279212,6.342499852180481,0.2791666643073161,0.2458333333333332,14.75,13.25,52323,7310,17,1,1,9992.468228552876,315,788,29,1,1,2542.701192030683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40.53,2.38,1.9
11,11,c5a066d1-a59f-327f-8ec4-eddf2a23db2d,-24.4014541,26.1569008,1.0,"(26.1569008, -24.4014541)",10,2.76,0,0,0,0,0,0.0,0.4333333333333333,0,0.0,0.5333333333333333,0.0,0.0,0.033333333,0,0,0.0,0,4.547473508864641e-13,14.246119499206545,14.24611759185791,13.0,31.195689363866933,0.2237104360998166,0.2708283504743681,0.0223232081639161,0.0002126019825134,0.0246086794759361,0.0,0.0002126019825134,0.0511307767944936,0.4069733450264424,0.0,0.0,0.5416832761965505,0.0030603236876963,0.4952798187732696,448.2954958614002,6.811688325083304,15.581666707992554,3.044166644414266,0.3395061728395061,13.833333333333334,12.25,22100,10731,28,1,1,439.3444603774696,1376,1669,23,1,1,945.0362522823176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.94,0.34,0.37
12,12,bac47d2b-162f-37d9-b971-8eebf3c05d94,-24.4729219,25.8874422,1.0,"(25.8874422, -24.4729219)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,68.31137434822185,34.20540237426758,14.24611759185791,2.0,29.247344265044827,0.2542575877077673,0.2963806853036543,0.0076534338211667,0.0,0.018636987701925,0.0,0.0009931937019834,0.1981713551251716,0.2239067566383314,0.0,0.0,0.5769286945345135,0.0003909886605631,0.4264306128025055,238.37292937794703,7.324939735111834,11.209166606267294,1.1533333311478298,0.419537037037037,14.166666666666666,12.25,34329,33078,27,1,1,6295.074615133382,18648,19084,26,108,3,406.6654062978923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.15,0.78,0.58
13,13,0673b68f-a73c-3c90-9e27-30b35f729f84,-24.6535521,25.7020173,1.0,"(25.7020173, -24.6535521)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,1.4035412064397042e-14,2.260459423065185,2.2604591846466064,2.0,26.431169724078703,0.0767492138364779,0.4272307389937106,0.0496757075471698,0.0,0.0021619496855345,0.0,0.0142983490566037,0.3005110062893081,0.1293730345911949,0.0,0.0,0.5558176100628931,0.0005549037530656,0.3165884912014007,330.4782641348429,2.1444348423771875,6.205000003178914,0.9124999965230624,0.3865740740740742,14.0,12.416666666666666,4393,347,42,2,1,1278.3570273718797,1632,1968,26,1,1,789.482179646784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11.12,0.45,0.64
14,14,80a62c7e-031f-35dd-a1f3-6147a491a694,-21.818867,28.8253293,0.0,"(28.8253293, -21.818867)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,1.2631870857957337e-13,5.4859395027160645,5.485938549041748,11.0,21.2432208047002,0.2103211724352978,0.3295915185531649,0.039756782039289,0.0001559089491736,0.0,0.0,0.4201746180230745,0.0,0.0,0.0,0.0,0.5798253819769255,0.0001029250908909,0.1405374705791473,813.4529919710587,0.0441668418056344,0.9283333271741868,0.1816666669522722,0.1912962962962962,14.416666666666666,13.25,23923,50409,65,1,1,47030.84434390024,1678,816,39,1,1,8659.750094116333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,102.72,44.0,34.62
15,15,ac7495b3-ea9d-3b08-bec8-cd42aae38a72,-20.801208,27.5555293,0.0,"(27.5555293, -20.801208)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,4.940465046667758e-13,13.695771217346191,13.69576930999756,2.0,22.239880720083026,0.0358234746776551,0.3426159776684833,0.1601089990695201,0.0,0.0,0.0,0.2578758474013026,0.1302671806460189,0.0733085205370198,0.0,0.0,0.5385484514156587,0.0050931927758107,0.4117764234542846,104.25606769509612,0.0543362871564352,1.0366666565338771,0.2608333332464098,0.2685185185185185,14.333333333333334,12.916666666666666,26121,6384,283,37,1,8165.467611650704,8618,714,606,14,1,7214.443192010675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40.46,9.01,6.39
16,16,b1501483-ca4c-37a9-ae57-edb9366b06cb,-20.622181,27.5162533,0.0,"(27.5162533, -20.622181)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,5.305385760342082e-13,13.695772171020508,13.695770263671877,11.0,20.679574291483,0.0913619244320252,0.3867087838658729,0.0498116875227797,0.0,0.0,0.0,0.4721176041793221,0.0,0.0,0.0,0.0,0.527882395820678,0.002431159357818,0.4751465916633606,195.515594840596,0.1084206963180998,1.5825000206629436,0.3641666628730793,0.1143999999999999,14.5,13.666666666666666,3067,50182,61,4,1,14584.329572287068,10083,832,30,1,1,6837.273714077921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60.04,7.49,1.77
17,17,d9adf7fe-97eb-3e6d-b5b4-49804b494d11,-24.395007,26.1408158,1.0,"(26.1408158, -24.395007)",13,2.9664,0,0,0,0,0,0.0,0.04,0,0.0,0.4,0.0,0.0,0.56,0,0,0.0,0,3.7264019030974137e-13,14.246119499206545,14.24611759185791,13.0,32.75527973260879,0.1528305507580118,0.2618691230090194,0.0652849740932642,0.0001151410477835,0.0445212051429668,0.0,0.0012281711763577,0.0643638457109959,0.3786221454615237,0.0175014392630972,0.0,0.5246209940510459,0.0047086031830297,0.4644494354724884,355.6836250643246,12.121854896987474,15.603333314259848,2.076666682958603,0.4685185185185185,14.166666666666666,12.416666666666666,241278,16024,7,1,1,0.0,2571,4144,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.5,0.14,0.09
18,18,aab571f5-75a8-324a-8020-5c19e8db6227,-20.015205,23.4537617,1.0,"(23.4537617, -20.015205)",10,2.16,0,0,0,0,0,0.0,0.4,0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0,2.6667282922354382e-14,2.130034208297729,2.130033731460572,2.0,26.048325200276125,0.0405077574047954,0.381212976022567,0.1135684062059238,0.0,0.0,0.0,0.0622284908321579,0.2020310296191819,0.2004513399153737,0.0,0.0,0.5352891396332863,0.0024919859555853,0.21632681787014,252.30192695146968,1.8746941623436435,6.098333358764648,1.4991666575272875,0.2534259259259259,13.416666666666666,12.083333333333334,17040,4260,40,1,1,2218.898844334402,3033,1120,116,3,1,590.9866759078949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.34,1.61,1.51
19,19,ba7e1ce9-8fb3-3326-930c-7217faf15741,-20.62771,22.3269673,0.0,"(22.3269673, -20.62771)",7,0.0,0,0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,4.561508920929037e-15,1.1832343339920044,1.1832340955734253,2.0,22.90312219919718,0.1486441245396719,0.4130119406316259,0.0172971766543912,0.0,0.0,0.0,0.3034259569244504,0.0688539225532864,0.048766878696574,0.0,0.0,0.5789532418256891,0.0001479975090365,0.1524316072463989,399.01719868327984,0.7010292887793662,3.2483333001534143,0.1733333369096119,0.358474794238683,13.666666666666666,12.083333333333334,60450,30111,40,1,1,305.9671864192933,8159,47198,37,1,1,28749.874812968475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,129.69,70.71,21.54
20,20,14650b72-a8ad-33dc-8c2e-6fb2c29da5f3,-24.8907139,25.868951100000004,0.0,"(25.868951100000004, -24.8907139)",10,0.5599999999999999,0,0,0,0,0,0.0,0.0,0,0.0,0.9333333333333332,0.0,0.0,0.066666667,0,0,0.0,0,3.3343647733146765e-10,215.44805908203125,215.447998046875,2.0,29.0012148885186,0.192113114541445,0.3198858477104683,0.0274570847926665,0.0,0.0200631296752713,0.0,0.0199334111644398,0.1532408007956068,0.267306611320102,0.0,0.0,0.5595191767198513,0.0015047983806001,0.4638616144657135,462.74848070414976,2.091896957601397,5.794999996821086,0.5374999983857075,0.482685185185185,14.166666666666666,12.416666666666666,112866,15596,60,4,2,819.2425030943424,18384,20631,18,1,1,677.7651403692381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,12.21,2.24,2.55
21,21,ff3e4dd1-3569-35aa-b148-ea900237659d,-24.8900618,25.8582544,0.0,"(25.8582544, -24.8900618)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,2.8942142509751845e-10,215.44805908203125,215.447998046875,2.0,29.23469265198191,0.2268123861566484,0.2740255009107468,0.018287795992714,0.0,0.0255737704918032,0.0,0.0432786885245901,0.1433151183970856,0.2687067395264116,0.0,0.0,0.5446994535519125,0.001785312220482,0.4467706680297851,1579.0764994171511,3.0821393389922904,7.375000079472859,0.4041666684982677,0.4193518518518518,13.916666666666666,12.25,112866,15596,60,4,2,1796.7403907075447,10080,6666,17,3,1,843.0985881638226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,11.75,1.66,2.38
22,22,c157ed0d-9e3b-375f-89e7-3dbe174dbf23,-22.7242688,27.4111848,1.0,"(27.4111848, -22.7242688)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,8.982663721214109e-14,5.427535057067871,5.427534103393555,2.0,21.66427707728373,0.0775274236584642,0.3361992291728432,0.1707678624369997,0.0,0.0,0.0,0.1981915209012748,0.2146457159798399,0.0026682478505781,0.0,0.0,0.5844945152683071,0.005974276241988,0.1627576798200607,350.29620898352056,0.0454115179053486,0.9991666624943416,0.2149999990748862,0.3598148148148148,14.75,13.083333333333334,13251,11611,30,4,1,7319.4607417360285,7737,1670,62,1,1,7496.362086307089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,38.96,11.34,1.85
23,23,f79b8d92-88e9-33f8-a25d-a1ba622278ce,-21.167272600000004,27.4917285,1.0,"(27.4917285, -21.167272600000004)",13,1.5555555555555556,0,0,0,0,0,0.0,0.0,0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0,0,0.0,0,399.7159542078152,1249.3355712890625,1166.7410888671875,13.0,30.39754652221455,0.2064527503526093,0.1702515279736718,0.0663493182886694,0.0001763046544428,0.0267983074753173,0.0,0.0267395392571697,0.0511283497884344,0.452103902209685,0.0,0.0,0.4700282087447108,0.012952893755539,0.616214394569397,284.89916426143253,41.01538934359828,20.68000030517578,1.3541666567325592,0.2018666666666666,14.416666666666666,13.333333333333334,266757,13765,18,1,1,1399.558045245929,6795,8246,41,10,1,173.39489153027537,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.2,0.19,0.02
24,24,0a66d51c-e5a9-3051-b8c5-20fda56ee09d,-25.3123142,25.2808114,1.0,"(25.2808114, -25.3123142)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,1.0105496686365868e-12,14.847415924072266,14.847412109375,2.0,22.112387239512707,0.0970859569483086,0.4002050080538878,0.0329477229462586,0.0,0.0067359789134573,0.0,0.329477229462586,0.1335481036755015,0.0,0.0,0.0,0.5369746668619124,0.002152032985051,0.2047045975923538,120.4425403213853,0.2417145807463992,2.160833328962326,0.3083333351338903,0.3035185185185185,14.25,12.75,52323,7310,17,1,1,31736.357361827213,62353,54443,14,17,2,20034.38989693244,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.94,1.94,6.23
25,25,2eeb7040-1ca3-3676-a4f5-5e21af2b4e07,-24.06029,23.3714313,0.0,"(23.3714313, -24.06029)",7,0.0,0,0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,9.824788445077931e-15,2.260459423065185,2.2604591846466064,11.0,20.767787117320808,0.1971943887775551,0.3899799599198397,0.0196392785571142,0.0,0.0,0.0,0.393186372745491,0.0,0.0,0.0,0.0,0.606813627254509,3.336084095010801e-05,0.0883264765143394,7719.775075752809,0.0045876574222291,0.3966666646301746,0.1508333329111337,0.4309259259259259,14.666666666666666,13.166666666666666,3392,1567,45,1,1,7728.839540234768,5721,6905,47,1,1,45140.52004847374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,252.22,73.71,22.89
26,26,9d3b158e-d7bf-3166-9134-5cd3ac8bbf9f,-24.6956076,25.8947236,1.0,"(25.8947236, -24.6956076)",10,2.178888888888889,0,0,0,0,0,0.0,0.0,0,0.0,0.5,0.033333333,0.0,0.4666666666666667,0,0,0.0,0,2.06960572136773e-10,215.4480438232422,215.447998046875,13.0,57.26769936390063,0.3120625465376024,0.0718540580789277,0.022114668652271,0.0,0.0134772896500372,0.0,0.0064780342516753,0.0500372300819061,0.3902457185405807,0.0,0.0,0.4195085629188384,0.0643792992763694,0.0,108.3575955349952,260.54433469682016,49.90249983469645,1.9341666797796888,0.6018518518518519,14.166666666666666,12.166666666666666,80204,17613,19,1,1,1060.445813109167,19571,19017,7,2,2,448.94958681752905,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.08,0.21,0.08
27,27,d451c571-d803-31f6-8aca-a2448558a191,-18.7343979,22.1589913,1.0,"(22.1589913, -18.7343979)",10,2.2176,0,0,0,0,0,0.0,0.44,0,0.0,0.56,0.0,0.0,0.0,0,0,0.0,0,1.0263395072090336e-14,1.1832345724105835,1.1832342147827148,11.0,19.98927108496485,0.0806236080178173,0.3322939866369711,0.1723830734966592,0.0,0.0,0.0,0.3465478841870824,0.0681514476614699,0.0,0.0,0.0,0.5853006681514477,0.0068081503824439,0.0853622704744339,119.77138530788945,0.1511477616219924,1.4666666736205418,0.1383333317935466,0.2026666666666666,12.583333333333334,11.416666666666666,35487,10990,56,2,1,29459.285489226226,8426,15714,344,1,1,3773.099980938884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,191.6,52.32,17.86
28,28,efbf5b0d-9bf0-3216-95f8-f963aa7d64f6,-18.8175672,22.4174255,1.0,"(22.4174255, -18.8175672)",10,0.2016,0,0,0,0,0,0.0,0.0,0,0.0,0.72,0.28,0.0,0.0,0,0,0.0,0,3.1579677144893336e-15,1.1832343339920044,1.1832342147827148,2.0,24.62416546766716,0.0591857680465275,0.3399931577146767,0.1889154977762572,0.0006842285323297,0.0,0.0,0.0585699623674307,0.2023263770099213,0.1503250085528566,0.0,0.0,0.5887786520697913,0.011128593659047,0.1984807252883911,11.457286936195231,0.5089219491893272,2.677500046789646,0.2050000019371509,0.2578666666666667,12.833333333333334,11.333333333333334,35487,10990,56,2,1,570.3010334018618,2567,1487,84,1,1,15099.57003647466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,166.59,67.07,10.3
29,29,e299b402-a32d-352c-a187-79fbc4b32b12,-24.345723100000004,23.1140783,1.0,"(23.1140783, -24.345723100000004)",7,6.909722222222222,0,0,0,0,0,0.0,0.5,0,0.0,0.1944444444444444,0.0,0.0,0.3055555555555556,0,0,0.0,0,3.157967714489334e-15,1.055838942527771,1.0558388233184814,2.0,21.57796528674648,0.1726355471781794,0.3872934915179066,0.0204013748752633,0.0,0.0,0.0,0.3743208781461359,0.0453487082825146,0.0,0.0,0.0,0.5803304135713494,0.0003170887468516,0.06721793115139,203.91963240887665,0.0393154073988127,0.8883333404858907,0.1666666641831397,0.5346296296296296,14.833333333333334,13.0,54194,31078,27,1,1,26636.278724839296,5721,6905,47,1,1,51076.95069578524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,273.16,81.76,20.01
30,30,ac76e4b5-e7a9-352f-b129-07f10f01f027,-24.0231554,26.314265,1.0,"(26.314265, -24.0231554)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,4.042198674546349e-13,14.246119499206545,14.24611759185791,2.0,23.84488540414361,0.1086808593370273,0.4430835034509575,0.0069991251093613,0.0,9.72100709633518e-05,0.0,0.1980169145523476,0.2207640711577719,0.0223583163215709,0.0,0.0,0.5588606979683095,0.0026157806517568,0.2098188996315002,29.07248510979116,4.391094590979262,7.502500077088674,0.2350000012665986,0.4295267489711934,14.25,12.5,3132,16710,19,1,1,43418.1925808338,9862,4080,49,1,1,20056.86519511647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,64.97,1.77,0.28
31,31,dc10b3f5-263f-3376-b685-85d513fc2fcd,-23.0950051,26.8148963,0.0,"(26.8148963, -23.0950051)",13,0.3456,0,0,0,0,0,0.0,0.0,0,0.0,0.04,0.0,0.0,0.96,0,0,0.0,0,2.0210993372731737e-13,7.560386657714844,7.560385227203369,13.0,31.25378369020176,0.2481031049884302,0.2769197653769574,0.0126997793682397,0.0,0.0,0.0,5.381262444169402e-05,0.1428725178926976,0.3184092988215035,0.0,0.0,0.5377226497336275,0.0015691796527429,0.4018251895904541,151.8671631505713,1.2722073726908547,6.809999982515971,1.776666671037674,0.2432407407407407,14.5,13.416666666666666,51994,31914,19,2,2,1947.785560832266,3443,4923,44,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,67.68,0.92,1.2
32,32,7b766afc-c4c6-354a-b9ba-c724d6b4bdc2,-20.118701,27.2074063,1.0,"(27.2074063, -20.118701)",10,2.16,0,0,0,0,0,0.0,0.4,0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0,2.1251410359805987,9.819110870361328,4.5435075759887695,12.0,23.449490655352,0.0243423207073463,0.3418840737910708,0.1673943892588145,0.0,0.0,0.0,0.0291452898155223,0.4372339264272459,0.0,0.0,0.0,0.5336207837572318,0.0182310333986625,0.1458893567323684,335.13671761984006,0.4933824336347025,2.3791666254401207,0.2250000039736429,0.3960262345679011,14.25,12.666666666666666,13418,9197,43,2,2,50795.942131378,9892,8243,38,1,1,1349.0485959416562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,120.07,44.48,44.58
33,33,54f819a5-ee2a-34f1-8b69-c08d9b93e6f2,-22.1186545,22.4171737,1.0,"(22.4171737, -22.1186545)",7,0.0,0,0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,3.231982582797677e-15,0.9147796034812928,0.9147794246673584,1.0,22.8966974808921,0.4382178467752114,0.1591568850183011,0.0002524296352391,0.0,0.0,0.0,0.4023728385712483,0.0,0.0,0.0,0.0,0.5976271614287517,5.389444446294397e-05,0.0297040231525897,541.4136923390181,0.028430259192783,0.8616666719317436,0.1600000001490115,0.2474074074074073,13.583333333333334,12.333333333333334,39328,13600,23,1,1,70917.88359951874,84260,9039,304,4,2,51631.862670521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,252.63,90.28,77.0
34,34,6120d57a-75fb-3e56-a394-778891029f3b,-22.793353,27.229251300000005,1.0,"(27.229251300000005, -22.793353)",10,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,1.0666913168941753e-13,7.560385227203369,7.560384273529053,11.0,19.23367835519886,0.0870946393117141,0.3903375248180013,0.129715420251489,0.0,0.0,0.0,0.3928524156187955,0.0,0.0,0.0,0.0,0.6071475843812045,0.0091012444416491,0.1635850816965103,131.09240558355313,0.0694831908141795,0.8916666482885679,0.1925000039239724,0.4055555555555555,14.416666666666666,12.583333333333334,13251,11611,30,4,1,28928.61321860988,1210,884,53,1,1,3647.6607308568896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.63,20.16,5.74
35,35,1ae079ca-8ef8-312b-a52c-8a47d40c2ef1,-24.6665,25.8639009,0.0,"(25.8639009, -24.6665)",13,2.2222222222222228,0,0,0,0,0,0.0,0.0,0,0.0,0.4444444444444444,0.0,0.0,0.5555555555555556,0,0,0.0,0,1.1641532182693479e-10,215.44802856445312,215.447998046875,13.0,33.257627421331044,0.2798531870048695,0.2046660367759284,0.038483901446326,0.0011628752089541,0.0103568573297478,0.0,0.0016352932625917,0.0493858565302711,0.4088233156479395,0.0,0.0,0.534522857765826,0.0108307545267065,0.549142599105835,444.9098662182234,44.50267616024464,22.78583351771037,1.786666641632716,0.2097222222222221,14.333333333333334,13.0,42820,56414,15,1,1,0.0,7851,6702,16,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.32,0.19,0.14
